  670,      99.83,      234.49,      139.50
  671,      99.83,      234.50,      139.52
  672,      99.83,      234.51,      139.52
  673,      99.83,      234.50,      139.50
  674,      99.82,      234.49,      139.50
  675,      99.82,      234.51,      139.52
  676,      99.83,      234.50,      139.50
  677,      99.82,      234.50,      139.53
  678,      99.83,      234.50,      139.53
  679,      99.84,      234.49,      139.50
  680,      99.82,      234.51,      139.51
  681,      99.82,      234.50,      139.50
  682,      99.82,      234.48,      139.46
  683,      99.82,      234.50,      139.50
  684,      99.82,      234.49,      139.50
  685,      99.82,      234.50,      139.50
  686,      99.82,      234.49,      139.48
  687,      99.83,      234.51,      139.53
  688,      99.83,      234.50,      139.48
  689,      99.82,      234.48,      139.46
  690,      99.82,      234.50,      139.51
  691,      99.83,      234.49,      139.51
  692,      99.83,      234.49,      139.52
  693,      99.83,      234.51,      139.50
  694,      99.83,      234.50,      139.47
  695,      99.84,      234.50,      139.50
  696,      99.83,      234.50,      139.50
  697,      99.82,      234.51,      139.55
  698,      99.83,      234.49,      139.51
  699,      99.82,      234.49,      139.45
  700,      99.83,      234.51,      139.47
  701,      99.83,      234.49,      139.49
  702,      99.81,      234.50,      139.47
  703,      99.83,      234.51,      139.50
  704,      99.82,      234.48,      139.48
  705,      99.83,      234.50,      139.48
  706,      99.83,      234.49,      139.51
  707,      99.83,      234.49,      139.49
  708,      99.82,      234.50,      139.53
  709,      99.82,      234.51,      139.48
  710,      99.83,      234.51,      139.49
  711,      99.83,      234.49,      139.47
  712,      99.83,      234.50,      139.50
  713,      99.83,      234.52,      139.54
  714,      99.82,      234.52,      139.53
  715,      99.82,      234.49,      139.49
  716,      99.82,      234.50,      139.51
  717,      99.82,      234.49,      139.52
  718,      99.81,      234.49,      139.52
  719,      99.83,      234.49,      139.51
  720,      99.82,      234.49,      139.49
  721,      99.83,      234.51,      139.56
  722,      99.82,      234.50,      139.51
  723,      99.83,      234.50,      139.52
  724,        NaN,         NaN,         NaN
  725,        NaN,         NaN,         NaN
  726,      99.82,      234.48,      139.49
  727,      99.82,      234.50,      139.54
  728,      99.82,      234.50,      139.48
  729,      99.84,      234.49,      139.46
  730,      99.84,      234.51,      139.53
  731,      99.82,      234.50,      139.51
  732,      99.83,      234.49,      139.50
  733,      99.82,      234.49,      139.50
  734,      99.82,      234.49,      139.51
  735,      99.82,      234.47,      139.50
  736,      99.83,      234.49,      139.53
  737,      99.84,      234.49,      139.51
  738,      99.83,      234.50,      139.50
  739,      99.82,      234.49,      139.46
  740,      99.83,      234.50,      139.52
  741,      99.83,      234.48,      139.49
  742,      99.82,      234.48,      139.45
  743,      99.82,      234.49,      139.49
  744,      99.82,      234.49,      139.52
  745,      99.84,      234.50,      139.53
  746,      99.83,      234.50,      139.55
  747,      99.82,      234.49,      139.47
  748,      99.82,      234.52,      139.51
  749,      99.83,      234.51,      139.56
  750,      99.83,      234.50,      139.51
  751,      99.85,      234.48,      139.48
  752,      99.82,      234.48,      139.48
  753,      99.82,      234.50,      139.51
  754,      99.83,      234.49,      139.48
  755,      99.83,      234.49,      139.54
  756,      99.83,      234.48,      139.48
  757,      99.82,      234.48,      139.50
  758,      99.82,      234.48,      139.46
  759,      99.83,      234.50,      139.51
  760,      99.83,      234.50,      139.52
  761,      99.83,      234.49,      139.49
  762,      99.83,      234.49,      139.49
  763,      99.82,      234.52,      139.52
  764,      99.82,      234.48,      139.49
  765,      99.82,      234.50,      139.53
  766,      99.82,      234.50,      139.52
  767,      99.83,      234.50,      139.54
  768,      99.83,      234.50,      139.48
  769,      99.82,      234.49,      139.51
  770,      99.82,      234.48,      139.51
  771,      99.83,      234.48,      139.51
  772,      99.83,      234.49,      139.49
  773,      99.83,      234.51,      139.50
  774,      99.83,      234.50,      139.52
  775,      99.83,      234.51,      139.50
  776,      99.82,      234.48,      139.52
  777,      99.82,      234.51,      139.55
