No.,X,Y,Z,Displacement [mm]
2024-09-09T17:51:24.441,      -6.07,        0.03,        0.68,       6.11
2024-09-09T17:51:24.988,      -6.08,        0.03,        0.68,       6.11
2024-09-09T17:51:25.504,      -6.08,        0.04,        0.72,       6.12
2024-09-09T17:51:26.005,      -6.08,        0.04,        0.71,       6.12
2024-09-09T17:51:26.521,      -6.08,        0.04,        0.68,       6.12
2024-09-09T17:51:27.037,      -6.06,        0.01,        0.64,       6.09
2024-09-09T17:51:27.537,      -6.08,        0.02,        0.66,       6.11
2024-09-09T17:51:28.051,      -6.07,        0.03,        0.69,       6.11
2024-09-09T17:51:28.552,      -6.07,        0.01,        0.71,       6.11
2024-09-09T17:51:29.067,      -6.09,        0.02,        0.71,       6.13
2024-09-09T17:51:29.584,      -6.08,        0.04,        0.71,       6.12
2024-09-09T17:51:30.100,      -6.07,        0.01,        0.68,       6.11
2024-09-09T17:51:30.599,      -6.07,        0.01,        0.70,       6.11
2024-09-09T17:51:31.117,      -6.07,        0.03,        0.71,       6.11
2024-09-09T17:51:31.632,      -6.08,        0.02,        0.68,       6.12
2024-09-09T17:51:32.131,      -6.07,        0.01,        0.67,       6.11
2024-09-09T17:51:32.647,      -6.07,        0.02,        0.67,       6.11
2024-09-09T17:51:33.163,      -6.07,        0.01,        0.66,       6.10
2024-09-09T17:51:33.680,      -6.07,        0.00,        0.66,       6.11
2024-09-09T17:51:34.227,      -6.07,        0.02,        0.70,       6.11
2024-09-09T17:51:34.744,      -6.07,        0.01,        0.72,       6.11
2024-09-09T17:51:35.244,      -6.07,        0.02,        0.68,       6.11
2024-09-09T17:51:35.762,      -6.08,        0.01,        0.66,       6.11
2024-09-09T17:51:36.275,      -6.08,        0.04,        0.69,       6.12
2024-09-09T17:51:36.777,      -6.07,        0.03,        0.70,       6.11
2024-09-09T17:51:37.293,      -6.07,        0.02,        0.72,       6.11
2024-09-09T17:51:37.793,      -6.07,        0.03,        0.70,       6.11
2024-09-09T17:51:38.308,      -6.08,        0.01,        0.65,       6.11
2024-09-09T17:51:38.809,      -6.08,        0.02,        0.66,       6.11
2024-09-09T17:51:39.372,      -6.08,        0.03,        0.67,       6.11
2024-09-09T17:51:39.872,      -6.08,        0.04,        0.68,       6.12
2024-09-09T17:51:40.421,      -6.07,        0.02,        0.68,       6.11
2024-09-09T17:51:40.937,      -6.08,        0.03,        0.66,       6.12
2024-09-09T17:51:41.438,      -6.07,        0.02,        0.67,       6.11
2024-09-09T17:51:41.954,      -6.07,        0.02,        0.68,       6.11
2024-09-09T17:51:42.470,      -6.07,        0.04,        0.70,       6.12
2024-09-09T17:51:42.970,      -6.07,        0.04,        0.70,       6.11
2024-09-09T17:51:43.486,      -6.08,        0.03,        0.70,       6.12
2024-09-09T17:51:44.002,      -6.08,        0.02,        0.68,       6.12
2024-09-09T17:51:44.554,      -6.08,        0.02,        0.66,       6.11
2024-09-09T17:51:45.068,      -6.08,        0.02,        0.67,       6.12
2024-09-09T17:51:45.584,      -6.08,        0.01,        0.66,       6.11
2024-09-09T17:51:46.100,      -6.09,        0.03,        0.68,       6.12
2024-09-09T17:51:46.651,      -6.07,        0.03,        0.69,       6.11
2024-09-09T17:51:47.165,      -6.08,        0.04,        0.71,       6.13
2024-09-09T17:51:47.664,      -6.07,        0.03,        0.69,       6.11
2024-09-09T17:51:48.181,      -6.08,        0.02,        0.67,       6.12
2024-09-09T17:51:48.697,      -6.08,        0.01,        0.67,       6.12
2024-09-09T17:51:49.196,      -6.07,        0.01,        0.68,       6.11
2024-09-09T17:51:49.714,      -6.07,        0.01,        0.69,       6.11
2024-09-09T17:51:50.213,      -6.07,        0.02,        0.68,       6.11
2024-09-09T17:51:50.728,      -6.09,        0.03,        0.67,       6.13
2024-09-09T17:51:51.228,      -6.08,        0.02,        0.70,       6.12
2024-09-09T17:51:51.746,      -6.08,        0.02,        0.67,       6.12
2024-09-09T17:51:52.245,      -6.08,        0.01,        0.69,       6.12
2024-09-09T17:51:52.759,      -6.08,        0.02,        0.70,       6.12
2024-09-09T17:51:53.276,      -6.08,        0.03,        0.69,       6.12
2024-09-09T17:51:53.791,      -6.07,        0.01,        0.66,       6.11
2024-09-09T17:51:54.306,      -5.81,        0.02,        0.40,       5.83
2024-09-09T17:51:54.823,      -1.95,        0.21,       -0.37,       1.99
2024-09-09T17:51:55.324,      -1.57,       -0.06,        0.49,       1.65
2024-09-09T17:51:55.840,      -1.56,       -0.07,        0.47,       1.63
2024-09-09T17:51:56.354,      -1.57,       -0.07,        0.47,       1.64
2024-09-09T17:51:56.956,      -1.58,       -0.09,        0.44,       1.64
2024-09-09T17:51:57.455,      -1.19,       -0.13,        0.18,       1.21
2024-09-09T17:51:58.001,      -0.97,       -0.09,        0.22,       1.00
2024-09-09T17:51:58.517,      -0.96,       -0.10,        0.23,       1.00
2024-09-09T17:51:59.036,      -0.97,       -0.12,        0.20,       1.00
2024-09-09T17:51:59.536,      -0.97,       -0.11,        0.17,       0.99
2024-09-09T17:52:00.051,      -0.08,       -0.14,       -0.03,       0.16
2024-09-09T17:52:00.552,       3.33,        0.23,       -0.62,       3.39
2024-09-09T17:52:01.067,       2.81,       -0.01,        0.34,       2.83
2024-09-09T17:52:01.584,       1.87,       -0.08,        0.25,       1.89
2024-09-09T17:52:02.099,      -1.92,       -0.15,        0.11,       1.92
2024-09-09T17:52:02.615,      -2.11,       -0.12,        0.20,       2.12
2024-09-09T17:52:03.133,      -2.11,       -0.11,        0.23,       2.13
2024-09-09T17:52:03.682,      -1.77,       -0.13,        0.12,       1.78
2024-09-09T17:52:04.196,       1.33,        0.11,       -0.37,       1.39
2024-09-09T17:52:04.713,       1.34,        0.00,        0.25,       1.36
2024-09-09T17:52:05.279,       1.32,       -0.02,        0.19,       1.34
2024-09-09T17:52:05.778,       1.32,       -0.02,        0.18,       1.33
2024-09-09T17:52:06.296,       1.61,       -0.03,        0.00,       1.61
2024-09-09T17:52:06.810,       1.23,       -0.12,       -0.03,       1.24
2024-09-09T17:52:07.329,       0.98,       -0.05,        0.14,       1.00
2024-09-09T17:52:07.877,       1.00,       -0.05,        0.17,       1.02
2024-09-09T17:52:08.393,       1.94,       -0.09,        0.06,       1.94
2024-09-09T17:52:08.908,       2.09,       -0.03,        0.15,       2.09
2024-09-09T17:52:09.425,       2.08,       -0.03,        0.21,       2.09
2024-09-09T17:52:09.924,       2.05,       -0.07,        0.15,       2.06
2024-09-09T17:52:10.438,       1.11,       -0.18,        0.09,       1.13
2024-09-09T17:52:10.955,      -0.10,       -0.17,        0.44,       0.48
2024-09-09T17:52:11.505,      -0.18,       -0.11,        0.45,       0.50
2024-09-09T17:52:12.023,      -0.10,       -0.13,        0.41,       0.44
2024-09-09T17:52:12.537,      -0.55,       -0.18,        0.20,       0.61
2024-09-09T17:52:13.038,      -1.20,       -0.13,        0.44,       1.28
2024-09-09T17:52:13.553,      -1.23,       -0.13,        0.46,       1.32
2024-09-09T17:52:14.071,      -0.43,       -0.14,        0.45,       0.64
2024-09-09T17:52:14.634,       0.74,       -0.12,        0.43,       0.87
2024-09-09T17:52:15.184,       0.90,       -0.12,        0.40,       0.99
2024-09-09T17:52:15.702,       0.90,       -0.09,        0.45,       1.01
2024-09-09T17:52:16.251,       0.89,       -0.09,        0.45,       1.00
2024-09-09T17:52:16.768,       0.91,       -0.12,        0.34,       0.97
2024-09-09T17:52:17.283,       0.56,       -0.18,        0.21,       0.62
2024-09-09T17:52:17.833,      -0.33,       -0.20,        0.30,       0.48
2024-09-09T17:52:18.348,      -0.53,       -0.16,        0.50,       0.75
2024-09-09T17:52:18.914,      -0.55,       -0.16,        0.47,       0.74
2024-09-09T17:52:19.415,      -0.55,       -0.15,        0.51,       0.76
2024-09-09T17:52:19.929,      -0.56,       -0.15,        0.49,       0.76
2024-09-09T17:52:20.445,      -0.55,       -0.14,        0.49,       0.75
2024-09-09T17:52:20.998,      -0.55,       -0.17,        0.49,       0.75
2024-09-09T17:52:21.514,      -0.56,       -0.15,        0.47,       0.74
2024-09-09T17:52:22.063,      -0.54,       -0.17,        0.46,       0.73
2024-09-09T17:52:22.576,      -0.55,       -0.14,        0.48,       0.74
2024-09-09T17:52:23.076,      -0.55,       -0.16,        0.47,       0.74
2024-09-09T17:52:23.591,      -0.55,       -0.15,        0.48,       0.74
2024-09-09T17:52:24.092,      -0.55,       -0.16,        0.48,       0.74
2024-09-09T17:52:24.609,      -0.55,       -0.15,        0.46,       0.73
2024-09-09T17:52:25.123,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:52:25.640,      -0.54,       -0.16,        0.49,       0.75
2024-09-09T17:52:26.157,      -0.55,       -0.16,        0.52,       0.77
2024-09-09T17:52:26.658,      -0.54,       -0.17,        0.44,       0.72
2024-09-09T17:52:27.173,      -0.55,       -0.16,        0.49,       0.75
2024-09-09T17:52:27.689,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:52:28.189,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:52:28.704,      -0.54,       -0.15,        0.50,       0.75
2024-09-09T17:52:29.221,      -0.54,       -0.17,        0.48,       0.74
2024-09-09T17:52:29.734,      -0.54,       -0.17,        0.47,       0.74
2024-09-09T17:52:30.235,      -0.56,       -0.15,        0.47,       0.75
2024-09-09T17:52:30.753,      -0.55,       -0.16,        0.46,       0.74
2024-09-09T17:52:31.266,      -0.55,       -0.15,        0.47,       0.74
2024-09-09T17:52:31.766,      -0.55,       -0.14,        0.50,       0.76
2024-09-09T17:52:32.268,      -0.55,       -0.17,        0.51,       0.77
2024-09-09T17:52:32.784,      -0.55,       -0.15,        0.48,       0.74
2024-09-09T17:52:33.302,      -0.56,       -0.15,        0.51,       0.77
2024-09-09T17:52:33.848,      -0.54,       -0.18,        0.50,       0.76
2024-09-09T17:52:34.363,      -0.54,       -0.16,        0.48,       0.74
2024-09-09T17:52:34.879,      -0.55,       -0.15,        0.48,       0.75
2024-09-09T17:52:35.398,      -0.55,       -0.15,        0.49,       0.75
2024-09-09T17:52:35.946,      -0.55,       -0.18,        0.42,       0.71
2024-09-09T17:52:36.463,      -0.56,       -0.16,        0.45,       0.73
2024-09-09T17:52:36.979,      -0.56,       -0.18,        0.45,       0.74
2024-09-09T17:52:37.495,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:52:38.044,      -0.55,       -0.16,        0.48,       0.75
2024-09-09T17:52:38.560,      -0.54,       -0.15,        0.47,       0.73
2024-09-09T17:52:39.075,      -0.54,       -0.17,        0.47,       0.73
2024-09-09T17:52:39.624,      -0.54,       -0.17,        0.49,       0.75
2024-09-09T17:52:40.143,      -0.56,       -0.15,        0.47,       0.75
2024-09-09T17:52:40.659,      -0.55,       -0.15,        0.47,       0.75
2024-09-09T17:52:41.206,      -0.56,       -0.15,        0.49,       0.76
2024-09-09T17:52:41.724,      -0.55,       -0.14,        0.49,       0.75
2024-09-09T17:52:42.271,      -0.54,       -0.17,        0.47,       0.74
2024-09-09T17:52:42.789,      -0.56,       -0.15,        0.50,       0.76
2024-09-09T17:52:43.304,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:52:43.871,      -0.54,       -0.17,        0.46,       0.73
2024-09-09T17:52:44.420,      -0.55,       -0.17,        0.46,       0.74
2024-09-09T17:52:44.937,      -0.55,       -0.17,        0.48,       0.75
2024-09-09T17:52:45.451,      -0.55,       -0.18,        0.46,       0.74
2024-09-09T17:52:45.951,      -0.55,       -0.17,        0.47,       0.74
2024-09-09T17:52:46.454,      -0.56,       -0.15,        0.50,       0.76
2024-09-09T17:52:46.966,      -0.55,       -0.15,        0.43,       0.72
2024-09-09T17:52:47.485,      -0.54,       -0.15,        0.50,       0.75
2024-09-09T17:52:47.998,      -0.55,       -0.14,        0.51,       0.76
2024-09-09T17:52:48.498,      -0.55,       -0.14,        0.48,       0.74
2024-09-09T17:52:49.016,      -0.55,       -0.15,        0.49,       0.75
2024-09-09T17:52:49.565,      -0.55,       -0.14,        0.49,       0.75
2024-09-09T17:52:50.099,      -0.57,       -0.12,        0.52,       0.78
2024-09-09T17:52:50.613,      -0.54,       -0.15,        0.48,       0.74
2024-09-09T17:52:51.130,      -0.56,       -0.15,        0.48,       0.75
2024-09-09T17:52:51.630,      -0.55,       -0.16,        0.46,       0.73
2024-09-09T17:52:52.145,      -0.55,       -0.16,        0.49,       0.75
2024-09-09T17:52:52.663,      -0.56,       -0.16,        0.46,       0.74
2024-09-09T17:52:53.178,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:52:53.678,      -0.55,       -0.15,        0.48,       0.74
2024-09-09T17:52:54.193,      -0.54,       -0.16,        0.46,       0.73
2024-09-09T17:52:54.742,      -0.55,       -0.16,        0.48,       0.75
2024-09-09T17:52:55.257,      -0.55,       -0.15,        0.48,       0.74
2024-09-09T17:52:55.777,      -0.54,       -0.16,        0.43,       0.71
2024-09-09T17:52:56.293,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:52:56.839,      -0.55,       -0.16,        0.49,       0.75
2024-09-09T17:52:57.357,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:52:57.873,      -0.56,       -0.16,        0.47,       0.75
2024-09-09T17:52:58.388,      -0.56,       -0.14,        0.50,       0.77
2024-09-09T17:52:58.954,      -0.55,       -0.16,        0.47,       0.74
2024-09-09T17:52:59.454,      -0.55,       -0.16,        0.49,       0.75
2024-09-09T17:52:59.973,      -0.55,       -0.17,        0.46,       0.74
2024-09-09T17:53:00.488,      -0.56,       -0.15,        0.48,       0.75
2024-09-09T17:53:01.003,      -0.56,       -0.13,        0.48,       0.75
2024-09-09T17:53:01.502,      -0.56,       -0.15,        0.49,       0.76
2024-09-09T17:53:02.019,      -0.56,       -0.16,        0.49,       0.76
2024-09-09T17:53:02.534,      -0.56,       -0.17,        0.43,       0.73
2024-09-09T17:53:03.083,      -0.55,       -0.15,        0.47,       0.74
2024-09-09T17:53:03.600,      -0.55,       -0.17,        0.47,       0.75
2024-09-09T17:53:04.115,      -0.54,       -0.14,        0.50,       0.75
2024-09-09T17:53:04.632,      -0.56,       -0.14,        0.46,       0.74
2024-09-09T17:53:05.181,      -0.55,       -0.16,        0.45,       0.72
2024-09-09T17:53:05.697,      -0.56,       -0.17,        0.45,       0.74
2024-09-09T17:53:06.198,      -0.56,       -0.16,        0.47,       0.75
2024-09-09T17:53:06.715,      -0.56,       -0.17,        0.44,       0.73
2024-09-09T17:53:07.228,      -0.55,       -0.17,        0.45,       0.74
2024-09-09T17:53:07.728,      -0.56,       -0.13,        0.46,       0.74
2024-09-09T17:53:08.227,      -0.55,       -0.14,        0.52,       0.77
2024-09-09T17:53:08.744,      -0.55,       -0.16,        0.49,       0.75
2024-09-09T17:53:09.262,      -0.56,       -0.14,        0.47,       0.74
2024-09-09T17:53:09.762,      -0.55,       -0.15,        0.50,       0.75
2024-09-09T17:53:10.275,      -0.55,       -0.17,        0.49,       0.76
2024-09-09T17:53:10.774,      -0.55,       -0.16,        0.48,       0.75
2024-09-09T17:53:11.292,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:53:11.808,      -0.54,       -0.17,        0.45,       0.72
2024-09-09T17:53:12.358,      -0.56,       -0.18,        0.42,       0.72
2024-09-09T17:53:12.873,      -0.57,       -0.15,        0.46,       0.74
2024-09-09T17:53:13.374,      -0.55,       -0.17,        0.45,       0.73
2024-09-09T17:53:13.888,      -0.55,       -0.17,        0.44,       0.72
2024-09-09T17:53:14.405,      -0.56,       -0.17,        0.42,       0.72
2024-09-09T17:53:14.908,      -0.55,       -0.15,        0.49,       0.75
2024-09-09T17:53:15.420,      -0.56,       -0.14,        0.48,       0.76
2024-09-09T17:53:15.922,      -0.56,       -0.16,        0.47,       0.74
2024-09-09T17:53:16.436,      -0.55,       -0.15,        0.49,       0.75
2024-09-09T17:53:16.938,      -0.55,       -0.17,        0.46,       0.74
2024-09-09T17:53:17.452,      -0.55,       -0.17,        0.49,       0.76
2024-09-09T17:53:17.951,      -0.54,       -0.17,        0.47,       0.74
2024-09-09T17:53:18.468,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:53:18.983,      -0.55,       -0.17,        0.48,       0.75
2024-09-09T17:53:19.499,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:53:19.999,      -0.55,       -0.17,        0.46,       0.74
2024-09-09T17:53:20.515,      -0.55,       -0.17,        0.45,       0.73
2024-09-09T17:53:21.015,      -0.55,       -0.17,        0.47,       0.74
2024-09-09T17:53:21.530,      -0.54,       -0.17,        0.49,       0.75
2024-09-09T17:53:22.097,      -0.54,       -0.16,        0.49,       0.74
2024-09-09T17:53:22.648,      -0.55,       -0.17,        0.47,       0.75
2024-09-09T17:53:23.161,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:53:23.677,      -0.54,       -0.17,        0.45,       0.72
2024-09-09T17:53:24.178,      -0.55,       -0.18,        0.46,       0.74
2024-09-09T17:53:24.694,      -0.56,       -0.16,        0.47,       0.75
2024-09-09T17:53:25.226,      -0.54,       -0.14,        0.50,       0.75
2024-09-09T17:53:25.743,      -0.55,       -0.16,        0.46,       0.74
2024-09-09T17:53:26.259,      -0.55,       -0.16,        0.46,       0.73
2024-09-09T17:53:26.808,      -0.56,       -0.15,        0.50,       0.76
2024-09-09T17:53:27.324,      -0.56,       -0.16,        0.49,       0.76
2024-09-09T17:53:27.843,      -0.56,       -0.16,        0.50,       0.77
2024-09-09T17:53:28.390,      -0.55,       -0.16,        0.52,       0.78
2024-09-09T17:53:28.906,      -0.55,       -0.15,        0.48,       0.75
2024-09-09T17:53:29.472,      -0.55,       -0.15,        0.48,       0.74
2024-09-09T17:53:29.971,      -0.56,       -0.14,        0.50,       0.77
2024-09-09T17:53:30.540,      -0.55,       -0.16,        0.46,       0.74
2024-09-09T17:53:31.088,      -0.56,       -0.15,        0.48,       0.75
2024-09-09T17:53:31.602,      -0.55,       -0.16,        0.47,       0.74
2024-09-09T17:53:32.120,      -0.56,       -0.16,        0.48,       0.75
2024-09-09T17:53:32.636,      -0.55,       -0.16,        0.48,       0.75
2024-09-09T17:53:33.135,      -0.56,       -0.17,        0.48,       0.75
2024-09-09T17:53:33.650,      -0.57,       -0.14,        0.46,       0.74
2024-09-09T17:53:34.151,      -0.54,       -0.16,        0.48,       0.74
2024-09-09T17:53:34.668,      -0.55,       -0.17,        0.46,       0.74
2024-09-09T17:53:35.182,      -0.56,       -0.14,        0.54,       0.79
2024-09-09T17:53:35.683,      -0.56,       -0.15,        0.47,       0.75
2024-09-09T17:53:36.196,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:53:36.697,      -0.55,       -0.17,        0.47,       0.74
2024-09-09T17:53:37.214,      -0.55,       -0.15,        0.50,       0.76
2024-09-09T17:53:37.780,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:53:38.281,      -0.55,       -0.18,        0.44,       0.72
2024-09-09T17:53:38.796,      -0.55,       -0.17,        0.45,       0.73
2024-09-09T17:53:39.343,      -0.55,       -0.17,        0.42,       0.71
2024-09-09T17:53:39.861,      -0.55,       -0.16,        0.45,       0.73
2024-09-09T17:53:40.377,      -0.55,       -0.16,        0.49,       0.76
2024-09-09T17:53:40.878,      -0.56,       -0.15,        0.52,       0.78
2024-09-09T17:53:41.393,      -0.56,       -0.16,        0.52,       0.78
2024-09-09T17:53:41.941,       0.46,       -0.09,        0.22,       0.52
2024-09-09T17:53:42.609,       8.21,        0.84,       -2.22,       8.54
2024-09-09T17:53:43.157,      20.84,        0.13,        0.92,      20.86
2024-09-09T17:53:43.656,      20.98,       -1.55,        7.78,      22.42
2024-09-09T17:53:44.173,      20.97,       -1.56,        7.79,      22.42
2024-09-09T17:53:44.689,      20.97,       -1.56,        7.79,      22.43
2024-09-09T17:53:45.190,      20.97,       -1.56,        7.77,      22.42
2024-09-09T17:53:45.704,      20.97,       -1.56,        7.77,      22.42
2024-09-09T17:53:46.253,      20.97,       -1.57,        7.71,      22.40
2024-09-09T17:53:46.771,      20.96,       -1.56,        7.80,      22.42
2024-09-09T17:53:47.321,      20.97,       -1.55,        7.80,      22.43
2024-09-09T17:53:47.835,      20.96,       -1.55,        7.77,      22.40
2024-09-09T17:53:48.351,      20.97,       -1.55,        7.80,      22.43
2024-09-09T17:53:48.901,      20.97,       -1.55,        7.77,      22.42
2024-09-09T17:53:49.418,      20.96,       -1.56,        7.78,      22.42
2024-09-09T17:53:49.934,      20.97,       -1.57,        7.78,      22.43
2024-09-09T17:53:50.481,      20.96,       -1.56,        7.79,      22.42
2024-09-09T17:53:50.998,      20.96,       -1.55,        7.80,      22.42
2024-09-09T17:53:51.516,      20.97,       -1.55,        7.79,      22.43
2024-09-09T17:53:52.066,      20.96,       -1.55,        7.79,      22.42
2024-09-09T17:53:52.580,      20.96,       -1.58,        7.75,      22.40
2024-09-09T17:53:53.097,      20.97,       -1.56,        7.74,      22.41
2024-09-09T17:53:53.597,      20.97,       -1.54,        7.77,      22.41
2024-09-09T17:53:54.113,      20.96,       -1.57,        7.77,      22.41
2024-09-09T17:53:54.629,      20.96,       -1.54,        7.79,      22.42
2024-09-09T17:53:55.128,      20.97,       -1.56,        7.77,      22.42
2024-09-09T17:53:55.646,      20.98,       -1.57,        7.74,      22.42
2024-09-09T17:53:56.161,      20.96,       -1.56,        7.78,      22.42
2024-09-09T17:53:56.675,      20.96,       -1.56,        7.75,      22.40
2024-09-09T17:53:57.175,      20.96,       -1.56,        7.77,      22.41
2024-09-09T17:53:57.692,      20.96,       -1.55,        7.76,      22.40
2024-09-09T17:53:58.241,      20.97,       -1.56,        7.81,      22.43
2024-09-09T17:53:58.759,      20.97,       -1.55,        7.80,      22.43
2024-09-09T17:53:59.307,      20.97,       -1.57,        7.76,      22.41
2024-09-09T17:53:59.824,      20.97,       -1.55,        7.80,      22.42
2024-09-09T17:54:00.358,      20.96,       -1.55,        7.82,      22.43
2024-09-09T17:54:00.872,      20.97,       -1.56,        7.80,      22.43
2024-09-09T17:54:01.388,      20.96,       -1.55,        7.79,      22.41
2024-09-09T17:54:01.889,      20.97,       -1.56,        7.80,      22.42
2024-09-09T17:54:02.403,      20.96,       -1.55,        7.79,      22.41
2024-09-09T17:54:02.918,      20.97,       -1.56,        7.78,      22.42
2024-09-09T17:54:03.434,      20.97,       -1.54,        7.82,      22.43
2024-09-09T17:54:03.953,      20.97,       -1.55,        7.78,      22.42
2024-09-09T17:54:04.518,      20.95,       -1.55,        7.77,      22.40
2024-09-09T17:54:05.067,      20.97,       -1.56,        7.77,      22.42
2024-09-09T17:54:05.582,      20.97,       -1.54,        7.79,      22.42
2024-09-09T17:54:06.101,      20.96,       -1.54,        7.80,      22.42
2024-09-09T17:54:06.617,      20.96,       -1.54,        7.81,      22.42
2024-09-09T17:54:07.131,      20.97,       -1.54,        7.81,      22.43
2024-09-09T17:54:07.631,      20.96,       -1.57,        7.80,      22.42
2024-09-09T17:54:08.149,      20.96,       -1.57,        7.79,      22.42
2024-09-09T17:54:08.662,      20.97,       -1.56,        7.81,      22.43
2024-09-09T17:54:09.163,      20.96,       -1.54,        7.83,      22.43
2024-09-09T17:54:09.679,      20.95,       -1.55,        7.77,      22.40
2024-09-09T17:54:10.228,      20.96,       -1.55,        7.78,      22.41
2024-09-09T17:54:10.762,      20.97,       -1.57,        7.75,      22.41
2024-09-09T17:54:11.310,      20.97,       -1.57,        7.75,      22.41
2024-09-09T17:54:11.826,      20.98,       -1.58,        7.74,      22.42
2024-09-09T17:54:12.344,      20.95,       -1.55,        7.79,      22.40
2024-09-09T17:54:12.892,      20.96,       -1.56,        7.77,      22.41
2024-09-09T17:54:13.408,      20.96,       -1.55,        7.80,      22.42
2024-09-09T17:54:13.925,      20.96,       -1.55,        7.78,      22.41
2024-09-09T17:54:14.441,      20.96,       -1.57,        7.75,      22.40
2024-09-09T17:54:14.993,      20.96,       -1.57,        7.79,      22.41
2024-09-09T17:54:15.506,      20.96,       -1.56,        7.81,      22.42
2024-09-09T17:54:16.021,      20.97,       -1.56,        7.79,      22.42
2024-09-09T17:54:16.523,      20.96,       -1.57,        7.76,      22.41
2024-09-09T17:54:17.041,      20.97,       -1.57,        7.77,      22.42
2024-09-09T17:54:17.555,      20.96,       -1.57,        7.78,      22.41
2024-09-09T17:54:18.102,      20.95,       -1.56,        7.76,      22.40
2024-09-09T17:54:18.653,      20.96,       -1.54,        7.80,      22.42
2024-09-09T17:54:19.168,      20.95,       -1.55,        7.82,      22.42
2024-09-09T17:54:19.685,      20.96,       -1.54,        7.80,      22.41
2024-09-09T17:54:20.234,      20.97,       -1.56,        7.80,      22.43
2024-09-09T17:54:20.752,      20.96,       -1.54,        7.82,      22.43
2024-09-09T17:54:21.266,      20.95,       -1.53,        7.83,      22.42
2024-09-09T17:54:21.766,      20.97,       -1.57,        7.78,      22.42
2024-09-09T17:54:22.282,      20.96,       -1.55,        7.81,      22.42
2024-09-09T17:54:22.797,      20.96,       -1.55,        7.80,      22.41
2024-09-09T17:54:23.314,      20.95,       -1.54,        7.79,      22.41
2024-09-09T17:54:23.832,      20.95,       -1.56,        7.78,      22.40
2024-09-09T17:54:24.347,      20.96,       -1.58,        7.82,      22.43
2024-09-09T17:54:24.894,      20.95,       -1.55,        7.76,      22.40
2024-09-09T17:54:25.411,      20.96,       -1.55,        7.77,      22.41
2024-09-09T17:54:25.912,      20.95,       -1.56,        7.79,      22.40
2024-09-09T17:54:26.444,      20.96,       -1.56,        7.77,      22.40
2024-09-09T17:54:26.944,      20.95,       -1.54,        7.84,      22.42
2024-09-09T17:54:27.459,      20.96,       -1.56,        7.78,      22.41
2024-09-09T17:54:27.977,      20.97,       -1.55,        7.82,      22.43
2024-09-09T17:54:28.490,      20.96,       -1.57,        7.76,      22.41
2024-09-09T17:54:28.991,      20.96,       -1.56,        7.81,      22.42
2024-09-09T17:54:29.508,      20.96,       -1.58,        7.76,      22.41
2024-09-09T17:54:30.024,      20.97,       -1.57,        7.73,      22.40
2024-09-09T17:54:30.540,      20.95,       -1.57,        7.77,      22.40
2024-09-09T17:54:31.040,      20.96,       -1.57,        7.79,      22.42
2024-09-09T17:54:31.556,      20.95,       -1.56,        7.76,      22.39
2024-09-09T17:54:32.074,      20.95,       -1.57,        7.77,      22.40
2024-09-09T17:54:32.588,      20.95,       -1.57,        7.77,      22.40
2024-09-09T17:54:33.138,      20.95,       -1.56,        7.77,      22.40
2024-09-09T17:54:33.653,      20.95,       -1.56,        7.77,      22.40
2024-09-09T17:54:34.171,      20.96,       -1.57,        7.76,      22.41
2024-09-09T17:54:34.735,      20.96,       -1.56,        7.80,      22.42
2024-09-09T17:54:35.484,      20.96,       -1.56,        7.77,      22.41
2024-09-09T17:54:35.983,      20.96,       -1.57,        7.80,      22.42
2024-09-09T17:54:36.483,      20.95,       -1.55,        7.77,      22.40
2024-09-09T17:54:36.999,      20.95,       -1.55,        7.79,      22.40
2024-09-09T17:54:37.566,      20.96,       -1.54,        7.77,      22.40
2024-09-09T17:54:38.116,      20.96,       -1.56,        7.79,      22.41
2024-09-09T17:54:38.633,      20.95,       -1.54,        7.79,      22.40
2024-09-09T17:54:39.148,      20.95,       -1.57,        7.75,      22.39
2024-09-09T17:54:39.713,      20.96,       -1.56,        7.78,      22.41
2024-09-09T17:54:40.214,      20.96,       -1.57,        7.77,      22.41
2024-09-09T17:54:40.728,      20.96,       -1.56,        7.79,      22.42
2024-09-09T17:54:41.244,      20.95,       -1.56,        7.78,      22.40
2024-09-09T17:54:41.746,      20.95,       -1.55,        7.79,      22.41
2024-09-09T17:54:42.261,      20.96,       -1.56,        7.76,      22.41
2024-09-09T17:54:42.828,      20.96,       -1.57,        7.75,      22.40
2024-09-09T17:54:43.375,      20.96,       -1.57,        7.77,      22.41
